Lv0	Lv1	Lv2	Combined	Displayed	Population	Population by Lv0	Date of Data	Notes
查德	東洛貢區		查德東洛貢區	查德東洛貢區	1216136		2022-01-26	
查德	東凱比河區		查德東凱比河區	查德東凱比河區	1174520		2022-01-26	
查德	瓦達伊區		查德瓦達伊區	查德瓦達伊區	1117230		2022-01-26	
查德	西洛貢區		查德西洛貢區	查德西洛貢區	1043348		2022-01-26	
查德	坦吉萊區		查德坦吉萊區	查德坦吉萊區	1042621		2022-01-26	
查德	芒杜爾區		查德芒杜爾區	查德芒杜爾區	972792		2022-01-26	
查德	沙里-巴吉爾米區		查德沙里-巴吉爾米區	查德沙里-巴吉爾米區	949429		2022-01-26	
查德	中沙里區		查德中沙里區	查德中沙里區	913544		2022-01-26	
查德	西凱比河區		查德西凱比河區	查德西凱比河區	868962		2022-01-26	
查德	哈傑爾-拉密區		查德哈傑爾-拉密區	查德哈傑爾-拉密區	859602		2022-01-26	
查德	蓋拉區		查德蓋拉區	查德蓋拉區	845612		2022-01-26	
查德	巴塔區		查德巴塔區	查德巴塔區	804745		2022-01-26	
查德	瓦迪菲拉區		查德瓦迪菲拉區	查德瓦迪菲拉區	755733		2022-01-26	
查德	湖區		查德湖區	查德湖區	689214		2022-01-26	
查德	加奈姆區		查德加奈姆區	查德加奈姆區	541458		2022-01-26	
查德	薩拉馬特區		查德薩拉馬特區	查德薩拉馬特區	471221		2022-01-26	
查德	西拉區		查德西拉區	查德西拉區	442471		2022-01-26	
查德	加扎勒河區		查德加扎勒河區	查德加扎勒河區	398325		2022-01-26	
查德	東恩內迪區		查德東恩內迪區	查德東恩內迪區	265086		2022-01-26	
查德	博爾庫區		查德博爾庫區	查德博爾庫區	148496		2022-01-26	
查德	西恩內迪區		查德西恩內迪區	查德西恩內迪區	91226		2022-01-26	
查德	提貝斯提區		查德提貝斯提區	查德提貝斯提區	33547	17162320	2022-01-26	
柬埔寨	金邊市		柬埔寨金邊市	柬埔寨金邊市	2506291		2022-01-26	
柬埔寨	干丹省		柬埔寨干丹省	柬埔寨干丹省	1319709		2022-01-26	
柬埔寨	波蘿勉省		柬埔寨波蘿勉省	柬埔寨波蘿勉省	1161705		2022-01-26	
柬埔寨	暹粒省		柬埔寨暹粒省	柬埔寨暹粒省	1113944		2022-01-26	
柬埔寨	馬德望省		柬埔寨馬德望省	柬埔寨馬德望省	1095202		2022-01-26	
柬埔寨	茶膠省		柬埔寨茶膠省	柬埔寨茶膠省	989484		2022-01-26	
柬埔寨	磅湛省		柬埔寨磅湛省	柬埔寨磅湛省	988250		2022-01-26	
柬埔寨	磅士卑省		柬埔寨磅士卑省	柬埔寨磅士卑省	963793		2022-01-26	
柬埔寨	班迭棉吉省		柬埔寨班迭棉吉省	柬埔寨班迭棉吉省	946615		2022-01-26	
柬埔寨	特本克蒙省		柬埔寨特本克蒙省	柬埔寨特本克蒙省	853213		2022-01-26	
柬埔寨	磅同省		柬埔寨磅同省	柬埔寨磅同省	748553		2022-01-26	
柬埔寨	貢布省		柬埔寨貢布省	柬埔寨貢布省	652209		2022-01-26	
柬埔寨	磅清揚省		柬埔寨磅清揚省	柬埔寨磅清揚省	578839		2022-01-26	
柬埔寨	柴楨省		柬埔寨柴楨省	柬埔寨柴楨省	577159		2022-01-26	
柬埔寨	菩薩省		柬埔寨菩薩省	柬埔寨菩薩省	461018		2022-01-26	
柬埔寨	桔井省		柬埔寨桔井省	柬埔寨桔井省	411597		2022-01-26	
柬埔寨	施亞努省		柬埔寨施亞努省	柬埔寨施亞努省	340555		2022-01-26	
柬埔寨	奧多棉吉省		柬埔寨奧多棉吉省	柬埔寨奧多棉吉省	303176		2022-01-26	
柬埔寨	柏威夏省		柬埔寨柏威夏省	柬埔寨柏威夏省	279879		2022-01-26	
柬埔寨	臘塔納基里省		柬埔寨臘塔納基里省	柬埔寨臘塔納基里省	238831		2022-01-26	
柬埔寨	上丁省		柬埔寨上丁省	柬埔寨上丁省	182004		2022-01-26	
柬埔寨	戈公省		柬埔寨戈公省	柬埔寨戈公省	138280		2022-01-26	
柬埔寨	蒙多基里省		柬埔寨蒙多基里省	柬埔寨蒙多基里省	101279		2022-01-26	
柬埔寨	拜林省		柬埔寨拜林省	柬埔寨拜林省	82497		2022-01-26	
柬埔寨	白馬省		柬埔寨白馬省	柬埔寨白馬省	46860	17080942	2022-01-26	
辛巴威	哈拉雷市		辛巴威哈拉雷市	辛巴威哈拉雷市	2371692		2022-01-26	
辛巴威	馬尼卡蘭省		辛巴威馬尼卡蘭省	辛巴威馬尼卡蘭省	1957890		2022-01-26	
辛巴威	中部省		辛巴威中部省	辛巴威中部省	1804006		2022-01-26	
辛巴威	西馬紹納蘭省		辛巴威西馬紹納蘭省	辛巴威西馬紹納蘭省	1677458		2022-01-26	
辛巴威	馬斯溫戈省		辛巴威馬斯溫戈省	辛巴威馬斯溫戈省	1658953		2022-01-26	
辛巴威	東馬紹納蘭省		辛巴威東馬紹納蘭省	辛巴威東馬紹納蘭省	1502412		2022-01-26	
辛巴威	布拉瓦約市		辛巴威布拉瓦約市	辛巴威布拉瓦約市	1340863		2022-01-26	
辛巴威	中馬紹納蘭省		辛巴威中馬紹納蘭省	辛巴威中馬紹納蘭省	1287448		2022-01-26	
辛巴威	北馬塔貝萊蘭省		辛巴威北馬塔貝萊蘭省	辛巴威北馬塔貝萊蘭省	836706		2022-01-26	
辛巴威	南馬塔貝萊蘭省		辛巴威南馬塔貝萊蘭省	辛巴威南馬塔貝萊蘭省	763958	15201386	2022-01-26	
幾內亞	科納克里大區		幾內亞科納克里大區	幾內亞科納克里大區	2689221		2022-01-26	
幾內亞	康康大區		幾內亞康康大區	幾內亞康康大區	2503554		2022-01-26	
幾內亞	恩澤雷科雷大區		幾內亞恩澤雷科雷大區	幾內亞恩澤雷科雷大區	1902513		2022-01-26	
幾內亞	金迪亞大區		幾內亞金迪亞大區	幾內亞金迪亞大區	1811912		2022-01-26	
幾內亞	博凱大區		幾內亞博凱大區	幾內亞博凱大區	1381787		2022-01-26	
幾內亞	拉貝大區		幾內亞拉貝大區	幾內亞拉貝大區	1266796		2022-01-26	
幾內亞	法拉納大區		幾內亞法拉納大區	幾內亞法拉納大區	1201264		2022-01-26	
幾內亞	馬木大區		幾內亞馬木大區	幾內亞馬木大區	932410	13689457	2022-01-26	
盧安達	東部省		盧安達東部省	盧安達東部省	3320921		2022-01-26	
盧安達	南部省		盧安達南部省	盧安達南部省	3313592		2022-01-26	
盧安達	西部省		盧安達西部省	盧安達西部省	3161683		2022-01-26	
盧安達	北部省		盧安達北部省	盧安達北部省	2208703		2022-01-26	
盧安達	吉佳利市		盧安達吉佳利市	盧安達吉佳利市	1449149	13454048	2022-01-26	
貝南	大西洋省		貝南大西洋省	貝南大西洋省	1765212		2022-01-26	
貝南	博爾古省		貝南博爾古省	貝南博爾古省	1519427		2022-01-26	
貝南	韋梅省		貝南韋梅省	貝南韋梅省	1386399		2022-01-26	
貝南	阿黎博里省		貝南阿黎博里省	貝南阿黎博里省	1097195		2022-01-26	
貝南	祖省		貝南祖省	貝南祖省	1076436		2022-01-26	
貝南	阿塔科拉省		貝南阿塔科拉省	貝南阿塔科拉省	972428		2022-01-26	
貝南	庫福省		貝南庫福省	貝南庫福省	937742		2022-01-26	
貝南	丘陵省		貝南丘陵省	貝南丘陵省	905717		2022-01-26	
貝南	濱海省		貝南濱海省	貝南濱海省	858085		2022-01-26	
貝南	高原省		貝南高原省	貝南高原省	788910		2022-01-26	
貝南	峽谷省		貝南峽谷省	貝南峽谷省	685843		2022-01-26	
貝南	莫諾省		貝南莫諾省	貝南莫諾省	626059	12619453	2022-01-26	
蒲隆地	布瓊布拉城市省		蒲隆地布瓊布拉城市省	蒲隆地布瓊布拉城市省	1301957		2022-01-26	
蒲隆地	基特加省		蒲隆地基特加省	蒲隆地基特加省	1064824		2022-01-26	
蒲隆地	恩戈齊省		蒲隆地恩戈齊省	蒲隆地恩戈齊省	961372		2022-01-26	
蒲隆地	穆因加省		蒲隆地穆因加省	蒲隆地穆因加省	920183		2022-01-26	
蒲隆地	基龍多省		蒲隆地基龍多省	蒲隆地基龍多省	914140		2022-01-26	
蒲隆地	卡揚扎省		蒲隆地卡揚扎省	蒲隆地卡揚扎省	851800		2022-01-26	
蒲隆地	布瓊布拉鄉村省		蒲隆地布瓊布拉鄉村省	蒲隆地布瓊布拉鄉村省	756536		2022-01-26	
蒲隆地	錫比托凱省		蒲隆地錫比托凱省	蒲隆地錫比托凱省	669953		2022-01-26	
蒲隆地	卡魯濟省		蒲隆地卡魯濟省	蒲隆地卡魯濟省	635044		2022-01-26	
蒲隆地	馬坎巴省		蒲隆地馬坎巴省	蒲隆地馬坎巴省	626977		2022-01-26	
蒲隆地	魯伊吉省		蒲隆地魯伊吉省	蒲隆地魯伊吉省	582789		2022-01-26	
蒲隆地	布班扎省		蒲隆地布班扎省	蒲隆地布班扎省	491837		2022-01-26	
蒲隆地	魯塔納省		蒲隆地魯塔納省	蒲隆地魯塔納省	485271		2022-01-26	
蒲隆地	魯蒙蓋省		蒲隆地魯蒙蓋省	蒲隆地魯蒙蓋省	478215		2022-01-26	
蒲隆地	布魯里省		蒲隆地布魯里省	蒲隆地布魯里省	459689		2022-01-26	
蒲隆地	穆拉姆維亞省		蒲隆地穆拉姆維亞省	蒲隆地穆拉姆維亞省	425729		2022-01-26	
蒲隆地	坎庫佐省		蒲隆地坎庫佐省	蒲隆地坎庫佐省	420322		2022-01-26	
蒲隆地	穆瓦洛省		蒲隆地穆瓦洛省	蒲隆地穆瓦洛省	397435	12444073	2022-01-26	
突尼西亞	突尼斯省		突尼西亞突尼斯省	突尼西亞突尼斯省	1155245		2022-01-26	
突尼西亞	斯法克斯省		突尼西亞斯法克斯省	突尼西亞斯法克斯省	1044969		2022-01-26	
突尼西亞	納布勒省		突尼西亞納布勒省	突尼西亞納布勒省	861769		2022-01-26	
突尼西亞	蘇塞省		突尼西亞蘇塞省	突尼西亞蘇塞省	738234		2022-01-26	
突尼西亞	本阿魯斯省		突尼西亞本阿魯斯省	突尼西亞本阿魯斯省	691062		2022-01-26	
突尼西亞	艾爾亞內省		突尼西亞艾爾亞內省	突尼西亞艾爾亞內省	630083		2022-01-26	
突尼西亞	凱魯萬省		突尼西亞凱魯萬省	突尼西亞凱魯萬省	624036		2022-01-26	
突尼西亞	比塞大省		突尼西亞比塞大省	突尼西亞比塞大省	621476		2022-01-26	
突尼西亞	莫納斯提爾省		突尼西亞莫納斯提爾省	突尼西亞莫納斯提爾省	600268		2022-01-26	
突尼西亞	梅德寧省		突尼西亞梅德寧省	突尼西亞梅德寧省	524464		2022-01-26	
突尼西亞	卡塞林省		突尼西亞卡塞林省	突尼西亞卡塞林省	480412		2022-01-26	
突尼西亞	西迪布濟德省		突尼西亞西迪布濟德省	突尼西亞西迪布濟德省	470206		2022-01-26	
突尼西亞	馬赫迪耶省		突尼西亞馬赫迪耶省	突尼西亞馬赫迪耶省	449316		2022-01-26	
突尼西亞	堅杜拜省		突尼西亞堅杜拜省	突尼西亞堅杜拜省	439106		2022-01-26	
突尼西亞	馬努巴省		突尼西亞馬努巴省	突尼西亞馬努巴省	415089		2022-01-26	
突尼西亞	加貝斯省		突尼西亞加貝斯省	突尼西亞加貝斯省	409382		2022-01-26	
突尼西亞	加夫薩省		突尼西亞加夫薩省	突尼西亞加夫薩省	368948		2022-01-26	
突尼西亞	巴傑省		突尼西亞巴傑省	突尼西亞巴傑省	331434		2022-01-26	
突尼西亞	卡夫省		突尼西亞卡夫省	突尼西亞卡夫省	265946		2022-01-26	
突尼西亞	錫勒亞奈省		突尼西亞錫勒亞奈省	突尼西亞錫勒亞奈省	243996		2022-01-26	
突尼西亞	宰格萬省		突尼西亞宰格萬省	突尼西亞宰格萬省	193529		2022-01-26	
突尼西亞	吉比利省		突尼西亞吉比利省	突尼西亞吉比利省	171672		2022-01-26	
突尼西亞	泰塔溫省		突尼西亞泰塔溫省	突尼西亞泰塔溫省	163461		2022-01-26	
突尼西亞	托澤爾省		突尼西亞托澤爾省	突尼西亞托澤爾省	118027	12012130	2022-01-26	
古巴	哈瓦那市		古巴哈瓦那市	古巴哈瓦那市	2853469		2022-01-26	
古巴	聖地牙哥省		古巴聖地牙哥省	古巴聖地牙哥省	1051069		2022-01-26	
古巴	奧爾金省		古巴奧爾金省	古巴奧爾金省	1030024		2022-01-26	
古巴	格拉瑪省		古巴格拉瑪省	古巴格拉瑪省	826911		2022-01-26	
古巴	比亞克拉拉省		古巴比亞克拉拉省	古巴比亞克拉拉省	784244		2022-01-26	
古巴	卡馬圭省		古巴卡馬圭省	古巴卡馬圭省	769863		2022-01-26	
古巴	馬坦薩斯省		古巴馬坦薩斯省	古巴馬坦薩斯省	712418		2022-01-26	
古巴	比那爾德里奧省		古巴比那爾德里奧省	古巴比那爾德里奧省	586483		2022-01-26	
古巴	拉斯圖納斯省		古巴拉斯圖納斯省	古巴拉斯圖納斯省	534000		2022-01-26	
古巴	關塔那摩省		古巴關塔那摩省	古巴關塔那摩省	511093		2022-01-26	
古巴	阿爾特米薩省		古巴阿爾特米薩省	古巴阿爾特米薩省	508491		2022-01-26	
古巴	聖斯皮里圖斯省		古巴聖斯皮里圖斯省	古巴聖斯皮里圖斯省	465931		2022-01-26	
古巴	謝戈德阿維拉省		古巴謝戈德阿維拉省	古巴謝戈德阿維拉省	435170		2022-01-26	
古巴	西恩富戈斯省		古巴西恩富戈斯省	古巴西恩富戈斯省	407244		2022-01-26	
古巴	瑪雅貝克省		古巴瑪雅貝克省	古巴瑪雅貝克省	382459		2022-01-26	
古巴	青年島特區		古巴青年島特區	古巴青年島特區	84013	11942882	2022-01-26	
玻利維亞	聖克魯斯省		玻利維亞聖克魯斯省	玻利維亞聖克魯斯省	3453708		2022-01-26	
玻利維亞	拉巴斯省		玻利維亞拉巴斯省	玻利維亞拉巴斯省	2999647		2022-01-26	
玻利維亞	科恰班巴省		玻利維亞科恰班巴省	玻利維亞科恰班巴省	2078992		2022-01-26	
玻利維亞	波托西省		玻利維亞波托西省	玻利維亞波托西省	923933		2022-01-26	
玻利維亞	丘基薩卡省		玻利維亞丘基薩卡省	玻利維亞丘基薩卡省	652824		2022-01-26	
玻利維亞	塔里哈省		玻利維亞塔里哈省	玻利維亞塔里哈省	597809		2022-01-26	
玻利維亞	奧魯羅省		玻利維亞奧魯羅省	玻利維亞奧魯羅省	564795		2022-01-26	
玻利維亞	貝尼省		玻利維亞貝尼省	玻利維亞貝尼省	492230		2022-01-26	
玻利維亞	潘多省		玻利維亞潘多省	玻利維亞潘多省	158187	11922125	2022-01-26	
比利時	佛拉蒙大區安特衛普省		比利時佛拉蒙大區安特衛普省	比利時佛拉蒙大區安特衛普省	1890375		2022-01-26	
比利時	佛拉蒙大區東法蘭德斯省		比利時佛拉蒙大區東法蘭德斯省	比利時佛拉蒙大區東法蘭德斯省	1541476		2022-01-26	
比利時	佛拉蒙大區西法蘭德斯省		比利時佛拉蒙大區西法蘭德斯省	比利時佛拉蒙大區西法蘭德斯省	1216642		2022-01-26	
比利時	佛拉蒙大區佛拉蒙布拉邦省		比利時佛拉蒙大區佛拉蒙布拉邦省	比利時佛拉蒙大區佛拉蒙布拉邦省	1182343		2022-01-26	
比利時	佛拉蒙大區林堡省		比利時佛拉蒙大區林堡省	比利時佛拉蒙大區林堡省	895745		2022-01-26	
比利時	瓦隆大區埃諾省		比利時瓦隆大區埃諾省	比利時瓦隆大區埃諾省	1367675		2022-01-26	
比利時	瓦隆大區列日省		比利時瓦隆大區列日省	比利時瓦隆大區列日省	1126290		2022-01-26	
比利時	瓦隆大區那慕爾省		比利時瓦隆大區那慕爾省	比利時瓦隆大區那慕爾省	502943		2022-01-26	
比利時	瓦隆大區瓦隆布拉邦省		比利時瓦隆大區瓦隆布拉邦省	比利時瓦隆大區瓦隆布拉邦省	410635		2022-01-26	
比利時	瓦隆大區盧森堡省		比利時瓦隆大區盧森堡省	比利時瓦隆大區盧森堡省	289600		2022-01-26	
比利時	布魯塞爾-首都大區		比利時布魯塞爾-首都大區	比利時布魯塞爾-首都大區	1244850	11668574	2022-01-26	
海地	西部省		海地西部省	海地西部省	4291239		2022-01-26	
海地	阿蒂博尼特省		海地阿蒂博尼特省	海地阿蒂博尼特省	1839643		2022-01-26	
海地	北部省		海地北部省	海地北部省	1136438		2022-01-26	
海地	南部省		海地南部省	海地南部省	825273		2022-01-26	
海地	中央省		海地中央省	海地中央省	794668		2022-01-26	
海地	西北省		海地西北省	海地西北省	776108		2022-01-26	
海地	東南省		海地東南省	海地東南省	673658		2022-01-26	
海地	大灣省		海地大灣省	海地大灣省	498694		2022-01-26	
海地	東北省		海地東北省	海地東北省	419536		2022-01-26	
海地	尼普斯省		海地尼普斯省	海地尼普斯省	364755	11620012	2022-01-26	
南蘇丹	瓊萊州		南蘇丹瓊萊州	南蘇丹瓊萊州	1569715		2022-01-26	
南蘇丹	中赤道州		南蘇丹中赤道州	南蘇丹中赤道州	1524120		2022-01-26	
南蘇丹	瓦拉卜州		南蘇丹瓦拉卜州	南蘇丹瓦拉卜州	1333897		2022-01-26	
南蘇丹	上尼羅州		南蘇丹上尼羅州	南蘇丹上尼羅州	1294823		2022-01-26	
南蘇丹	東赤道州		南蘇丹東赤道州	南蘇丹東赤道州	1229790		2022-01-26	
南蘇丹	北加扎勒河州		南蘇丹北加扎勒河州	南蘇丹北加扎勒河州	1048544		2022-01-26	
南蘇丹	湖泊州		南蘇丹湖泊州	南蘇丹湖泊州	999581		2022-01-26	
南蘇丹	西赤道州		南蘇丹西赤道州	南蘇丹西赤道州	841640		2022-01-26	
南蘇丹	團結州		南蘇丹團結州	南蘇丹團結州	509822		2022-01-26	
南蘇丹	西加扎勒河州		南蘇丹西加扎勒河州	南蘇丹西加扎勒河州	458198		2022-01-26	
南蘇丹	魯翁行政區		南蘇丹魯翁行政區	南蘇丹魯翁行政區	314704		2022-01-26	
南蘇丹	皮博爾行政區		南蘇丹皮博爾行政區	南蘇丹皮博爾行政區	274230	11399064	2022-01-26	
約旦	安曼省		約旦安曼省	約旦安曼省	4679872		2022-01-26	
約旦	伊爾比德省		約旦伊爾比德省	約旦伊爾比德省	2067139		2022-01-26	
約旦	扎爾卡省		約旦扎爾卡省	約旦扎爾卡省	1593865		2022-01-26	
約旦	馬弗拉克省		約旦馬弗拉克省	約旦馬弗拉克省	642213		2022-01-26	
約旦	拜勒加省		約旦拜勒加省	約旦拜勒加省	574203		2022-01-26	
約旦	卡拉克省		約旦卡拉克省	約旦卡拉克省	369750		2022-01-26	
約旦	傑拉什省		約旦傑拉什省	約旦傑拉什省	276831		2022-01-26	
約旦	馬代巴省		約旦馬代巴省	約旦馬代巴省	220933		2022-01-26	
約旦	亞喀巴省		約旦亞喀巴省	約旦亞喀巴省	219728		2022-01-26	
約旦	阿傑隆省		約旦阿傑隆省	約旦阿傑隆省	205621		2022-01-26	
約旦	馬安省		約旦馬安省	約旦馬安省	168255		2022-01-26	
約旦	塔菲拉省		約旦塔菲拉省	約旦塔菲拉省	112446	11130856	2022-01-26	
多明尼加	聖多明哥省		多明尼加聖多明哥省	多明尼加聖多明哥省	3090713		2022-01-26	
多明尼加	聖地亞哥省		多明尼加聖地亞哥省	多明尼加聖地亞哥省	1100281		2022-01-26	
多明尼加	國家特區		多明尼加國家特區	多明尼加國家特區	1097645		2022-01-26	
多明尼加	聖克里斯多堡省		多明尼加聖克里斯多堡省	多明尼加聖克里斯多堡省	673076		2022-01-26	
多明尼加	拉維加省		多明尼加拉維加省	多明尼加拉維加省	431363		2022-01-26	
多明尼加	聖母省		多明尼加聖母省	多明尼加聖母省	377405		2022-01-26	
多明尼加	銀港省		多明尼加銀港省	多明尼加銀港省	349237		2022-01-26	
多明尼加	聖彼德省		多明尼加聖彼德省	多明尼加聖彼德省	320019		2022-01-26	
多明尼加	杜華德省		多明尼加杜華德省	多明尼加杜華德省	313306		2022-01-26	
多明尼加	羅馬納省		多明尼加羅馬納省	多明尼加羅馬納省	287486		2022-01-26	
多明尼加	艾斯派亞省		多明尼加艾斯派亞省	多明尼加艾斯派亞省	251441		2022-01-26	
多明尼加	阿蘇阿省		多明尼加阿蘇阿省	多明尼加阿蘇阿省	232807		2022-01-26	
多明尼加	聖胡安省		多明尼加聖胡安省	多明尼加聖胡安省	230354		2022-01-26	
多明尼加	佩拉維亞省		多明尼加佩拉維亞省	多明尼加佩拉維亞省	207592		2022-01-26	
多明尼加	銀山省		多明尼加銀山省	多明尼加銀山省	200217		2022-01-26	
多明尼加	巴拉奧納省		多明尼加巴拉奧納省	多明尼加巴拉奧納省	197762		2022-01-26	
多明尼加	巴韋德省		多明尼加巴韋德省	多明尼加巴韋德省	186012		2022-01-26	
多明尼加	主教·瑙黎省		多明尼加主教·瑙黎省	多明尼加主教·瑙黎省	182973		2022-01-26	
